total_act,val_loss,step,val_f1,epoch,total_macs,est_act,val_classifier_loss,val_precision,val_recall,total_weights,val_error,val_accuracy,train_precision,train_f1,train_classifier_loss,train_error,lr-SGD,train_accuracy,train_loss,train_recall,test_recall,test_accuracy,test_precision,test_f1,test_classifier_loss,test_loss,test_error
563620.0,2.3037338256835938,20,0.051894545555114746,0,7272192.0,36864.0,2.3037338256835938,0.03840377926826477,0.10401449352502823,1512072.0,0.894287109375,0.105712890625,,,,,,,,,,,,,,,
563620.0,2.2694246768951416,41,0.07061900943517685,1,7272192.0,36864.0,2.2694246768951416,0.18665283918380737,0.12797626852989197,1512072.0,0.8671875,0.1328125,,,,,,,,,,,,,,,
,,49,,,,,,,,,,,,,,,0.028960915540557686,,,,,,,,,,
,,49,,2,,,,,,,,,0.15921828150749207,0.12048771977424622,2.247076988220215,0.8486328125,,0.1513671875,2.247076988220215,0.15666723251342773,,,,,,,
563620.0,2.1010642051696777,62,0.15153971314430237,2,7272192.0,36864.0,2.1010642051696777,0.20161204040050507,0.2069743424654007,1512072.0,0.7880859375,0.2119140625,,,,,,,,,,,,,,,
563620.0,2.1036720275878906,83,0.1718749701976776,3,7272192.0,36864.0,2.1036720275878906,0.24428798258304596,0.23530367016792297,1512072.0,0.764892578125,0.235107421875,,,,,,,,,,,,,,,
,,99,,,,,,,,,,,,,,,0.07704912182095291,,,,,,,,,,
,,99,,4,,,,,,,,,0.2545472979545593,0.2123020589351654,1.929970145225525,0.748046875,,0.251953125,1.929970145225525,0.2475288212299347,,,,,,,
563620.0,1.8665063381195068,104,0.24436761438846588,4,7272192.0,36864.0,1.8665063381195068,0.28429752588272095,0.2890695333480835,1512072.0,0.710205078125,0.289794921875,,,,,,,,,,,,,,,
563620.0,1.774017095565796,125,0.30482253432273865,5,7272192.0,36864.0,1.774017095565796,0.3400198221206665,0.32816755771636963,1512072.0,0.669677734375,0.330322265625,,,,,,,,,,,,,,,
563620.0,1.6634613275527954,146,0.3507174551486969,6,7272192.0,36864.0,1.6634613275527954,0.36954426765441895,0.3613736629486084,1512072.0,0.636474609375,0.363525390625,,,,,,,,,,,,,,,
,,149,,,,,,,,,,,,,,,0.14448645965464105,,,,,,,,,,
,,149,,7,,,,,,,,,0.33277586102485657,0.31867527961730957,1.7788995504379272,0.67529296875,,0.32470703125,1.7788995504379272,0.328300416469574,,,,,,,
563620.0,1.5757635831832886,167,0.3913673162460327,7,7272192.0,36864.0,1.5757635831832886,0.4058629274368286,0.40683937072753906,1512072.0,0.5927734375,0.4072265625,,,,,,,,,,,,,,,
563620.0,1.558469295501709,188,0.42525622248649597,8,7272192.0,36864.0,1.558469295501709,0.4449641704559326,0.4322860836982727,1512072.0,0.568115234375,0.431884765625,,,,,,,,,,,,,,,
,,199,,,,,,,,,,,,,,,0.21474551412941925,,,,,,,,,,
,,199,,9,,,,,,,,,0.41882506012916565,0.4024244248867035,1.588958740234375,0.58935546875,,0.41064453125,1.588958740234375,0.41677138209342957,,,,,,,
563620.0,1.4593679904937744,209,0.4629034101963043,9,7272192.0,36864.0,1.4593679904937744,0.47249528765678406,0.465126097202301,1512072.0,0.53466796875,0.46533203125,,,,,,,,,,,,,,,
563620.0,1.4181833267211914,230,0.4779534339904785,10,7272192.0,36864.0,1.4181833267211914,0.4965251088142395,0.4823121428489685,1512072.0,0.516845703125,0.483154296875,,,,,,,,,,,,,,,
,,249,,,,,,,,,,,,,,,0.27060732936794507,,,,,,,,,,
,,249,,11,,,,,,,,,0.46683913469314575,0.4643452763557434,1.4103913307189941,0.529296875,,0.470703125,1.4103913307189941,0.47026389837265015,,,,,,,
563620.0,1.4236257076263428,251,0.48426786065101624,11,7272192.0,36864.0,1.4236257076263428,0.5142942070960999,0.4900188148021698,1512072.0,0.51123046875,0.48876953125,,,,,,,,,,,,,,,
563620.0,1.317178726196289,272,0.5264438390731812,12,7272192.0,36864.0,1.317178726196289,0.5438931584358215,0.5274548530578613,1512072.0,0.4736328125,0.5263671875,,,,,,,,,,,,,,,
563620.0,1.3307321071624756,293,0.49372488260269165,13,7272192.0,36864.0,1.3307321071624756,0.5486241579055786,0.504706859588623,1512072.0,0.49365234375,0.50634765625,,,,,,,,,,,,,,,
,,299,,,,,,,,,,,,,,,0.29838139759138516,,,,,,,,,,
,,299,,14,,,,,,,,,0.5084136724472046,0.5016732811927795,1.3450782299041748,0.4931640625,,0.5068359375,1.3450782299041748,0.5122408270835876,,,,,,,
563620.0,1.2413012981414795,314,0.5430338978767395,14,7272192.0,36864.0,1.2413012981414795,0.5608068704605103,0.5475000739097595,1512072.0,0.453857421875,0.546142578125,,,,,,,,,,,,,,,
563620.0,1.1965198516845703,335,0.5719417333602905,15,7272192.0,36864.0,1.1965198516845703,0.5834459066390991,0.5734556317329407,1512072.0,0.426025390625,0.573974609375,,,,,,,,,,,,,,,
,,349,,,,,,,,,,,,,,,0.29832463063527354,,,,,,,,,,
,,349,,16,,,,,,,,,0.5359163284301758,0.5304635167121887,1.2869857549667358,0.47119140625,,0.52880859375,1.2869857549667358,0.5291332602500916,,,,,,,
563620.0,1.1898566484451294,356,0.569064736366272,16,7272192.0,36864.0,1.1898566484451294,0.5966702699661255,0.5732189416885376,1512072.0,0.426025390625,0.573974609375,,,,,,,,,,,,,,,
563620.0,1.1100860834121704,377,0.5973427295684814,17,7272192.0,36864.0,1.1100860834121704,0.6034144163131714,0.5992807745933533,1512072.0,0.400146484375,0.599853515625,,,,,,,,,,,,,,,
563620.0,1.1944267749786377,398,0.5653733611106873,18,7272192.0,36864.0,1.1944267749786377,0.6044855117797852,0.5664427876472473,1512072.0,0.432861328125,0.567138671875,,,,,,,,,,,,,,,
,,399,,,,,,,,,,,,,,,0.29020870668135457,,,,,,,,,,
,,399,,19,,,,,,,,,0.58784019947052,0.5807655453681946,1.191285490989685,0.419921875,,0.580078125,1.191285490989685,0.5815998315811157,,,,,,,
563620.0,1.1034371852874756,419,0.6043789386749268,19,7272192.0,36864.0,1.1034371852874756,0.6258544325828552,0.6071430444717407,1512072.0,0.3935546875,0.6064453125,,,,,,,,,,,,,,,
