total_act,val_loss,step,val_f1,epoch,total_macs,est_act,val_classifier_loss,val_precision,val_recall,total_weights,val_error,val_accuracy,train_precision,train_f1,train_classifier_loss,train_error,lr-SGD,train_accuracy,train_loss,train_recall,test_recall,test_accuracy,test_precision,test_f1,test_classifier_loss,test_loss,test_error
515956.0,2.303279399871826,20,0.01896132528781891,0,5458368.0,36864.0,2.303279399871826,0.01047363318502903,0.10000000149011612,1014120.0,0.895263671875,0.104736328125,,,,,,,,,,,,,,,
515956.0,2.299062728881836,41,0.04238006845116615,1,5458368.0,36864.0,2.299062728881836,0.07940562069416046,0.10781031847000122,1014120.0,0.888916015625,0.111083984375,,,,,,,,,,,,,,,
,,49,,,,,,,,,,,,,,,0.009653638513519233,,,,,,,,,,
,,49,,2,,,,,,,,,0.12808768451213837,0.11189004778862,2.269686460494995,0.8525390625,,0.1474609375,2.269686460494995,0.14787821471691132,,,,,,,
515956.0,2.259596347808838,62,0.08386571705341339,2,5458368.0,36864.0,2.259596347808838,0.14038723707199097,0.13651520013809204,1014120.0,0.859619140625,0.140380859375,,,,,,,,,,,,,,,
515956.0,2.2033767700195312,83,0.1078946590423584,3,5458368.0,36864.0,2.2033767700195312,0.17645610868930817,0.15497474372386932,1014120.0,0.840576171875,0.159423828125,,,,,,,,,,,,,,,
,,99,,,,,,,,,,,,,,,0.025683040606984314,,,,,,,,,,
,,99,,4,,,,,,,,,0.15178731083869934,0.1324377954006195,2.120819568634033,0.8212890625,,0.1787109375,2.120819568634033,0.17633919417858124,,,,,,,
515956.0,2.0258898735046387,104,0.13623636960983276,4,5458368.0,36864.0,2.0258898735046387,0.20429402589797974,0.20584629476070404,1014120.0,0.7958984375,0.2041015625,,,,,,,,,,,,,,,
515956.0,1.9249398708343506,125,0.18630316853523254,5,5458368.0,36864.0,1.9249398708343506,0.2674717307090759,0.2488248497247696,1014120.0,0.752197265625,0.247802734375,,,,,,,,,,,,,,,
515956.0,1.8494958877563477,146,0.2621452510356903,6,5458368.0,36864.0,1.8494958877563477,0.3069208860397339,0.2889954745769501,1014120.0,0.7109375,0.2890625,,,,,,,,,,,,,,,
,,149,,,,,,,,,,,,,,,0.04816215321821368,,,,,,,,,,
,,149,,7,,,,,,,,,0.2608182728290558,0.23184093832969666,1.9305942058563232,0.7392578125,,0.2607421875,1.9305942058563232,0.25532960891723633,,,,,,,
515956.0,1.799528956413269,167,0.27803656458854675,7,5458368.0,36864.0,1.799528956413269,0.30247533321380615,0.30115002393722534,1014120.0,0.698974609375,0.301025390625,,,,,,,,,,,,,,,
515956.0,1.7479357719421387,188,0.31988397240638733,8,5458368.0,36864.0,1.7479357719421387,0.33461445569992065,0.32668405771255493,1014120.0,0.67236328125,0.32763671875,,,,,,,,,,,,,,,
