val_classifier_loss,val_loss,total_macs,total_act,val_recall,val_accuracy,val_error,total_weights,step,est_act,val_precision,epoch,val_f1,train_classifier_loss,train_f1,train_recall,train_accuracy,train_error,lr-SGD,train_precision,train_loss,test_accuracy,test_loss,test_error,test_recall,test_classifier_loss,test_f1,test_precision
2.2113401889801025,2.2113401889801025,291308800.0,1185044.0,0.1998099386692047,0.202392578125,0.797607421875,2272192.0,20,131072.0,0.32462453842163086,0,0.142989382147789,,,,,,,,,,,,,,,
1.8404111862182617,1.8404111862182617,291308800.0,1185044.0,0.32957956194877625,0.3310546875,0.6689453125,2272192.0,41,131072.0,0.3329036235809326,1,0.29278111457824707,,,,,,,,,,,,,,,
,,,,,,,,49,,,,,,,,,,0.028960915540557686,,,,,,,,,
,,,,,,,,49,,,2,,1.7594741582870483,0.3371860980987549,0.3580528497695923,0.357421875,0.642578125,,0.3549189865589142,1.7594741582870483,,,,,,,
1.6022896766662598,1.6022896766662598,291308800.0,1185044.0,0.40147626399993896,0.399658203125,0.600341796875,2272192.0,62,131072.0,0.43362605571746826,2,0.37016043066978455,,,,,,,,,,,,,,,
1.642139196395874,1.642139196395874,291308800.0,1185044.0,0.393806517124176,0.392578125,0.607421875,2272192.0,83,131072.0,0.5084572434425354,3,0.3565863370895386,,,,,,,,,,,,,,,
,,,,,,,,99,,,,,,,,,,0.07704912182095291,,,,,,,,,
,,,,,,,,99,,,4,,1.3151602745056152,0.521112322807312,0.5246760845184326,0.52099609375,0.47900390625,,0.5206928253173828,1.3151602745056152,,,,,,,
1.4994304180145264,1.4994304180145264,291308800.0,1185044.0,0.4685238003730774,0.466796875,0.533203125,2272192.0,104,131072.0,0.49243664741516113,4,0.44728606939315796,,,,,,,,,,,,,,,
1.221646785736084,1.221646785736084,291308800.0,1185044.0,0.5534111261367798,0.556640625,0.443359375,2272192.0,125,131072.0,0.6091908812522888,5,0.5425765514373779,,,,,,,,,,,,,,,
1.2905597686767578,1.2905597686767578,291308800.0,1185044.0,0.552801251411438,0.55224609375,0.44775390625,2272192.0,146,131072.0,0.6054443120956421,6,0.5321504473686218,,,,,,,,,,,,,,,
,,,,,,,,149,,,,,,,,,,0.14448645965464105,,,,,,,,,
,,,,,,,,149,,,7,,1.0740365982055664,0.6192413568496704,0.6248050928115845,0.623046875,0.376953125,,0.6208596229553223,1.0740365982055664,,,,,,,
1.0367252826690674,1.0367252826690674,291308800.0,1185044.0,0.6282956600189209,0.62939453125,0.37060546875,2272192.0,167,131072.0,0.676777720451355,7,0.63233482837677,,,,,,,,,,,,,,,
1.1749248504638672,1.1749248504638672,291308800.0,1185044.0,0.574567973613739,0.57666015625,0.42333984375,2272192.0,188,131072.0,0.6839838027954102,8,0.5792802572250366,,,,,,,,,,,,,,,
,,,,,,,,199,,,,,,,,,,0.21474551412941925,,,,,,,,,
,,,,,,,,199,,,9,,0.8582719564437866,0.6908681392669678,0.6928092241287231,0.6884765625,0.3115234375,,0.692747175693512,0.8582719564437866,,,,,,,
1.0416796207427979,1.0416796207427979,291308800.0,1185044.0,0.6397552490234375,0.640625,0.359375,2272192.0,209,131072.0,0.7131259441375732,9,0.6343247890472412,,,,,,,,,,,,,,,
1.2359659671783447,1.2359659671783447,291308800.0,1185044.0,0.5966417789459229,0.599609375,0.400390625,2272192.0,230,131072.0,0.6884283423423767,10,0.5791586637496948,,,,,,,,,,,,,,,
,,,,,,,,249,,,,,,,,,,0.27060732936794507,,,,,,,,,
,,,,,,,,249,,,11,,0.7560983300209045,0.7406921982765198,0.7428933382034302,0.7431640625,0.2568359375,,0.7413960099220276,0.7560983300209045,,,,,,,
0.7419683933258057,0.7419683933258057,291308800.0,1185044.0,0.7355722784996033,0.737548828125,0.262451171875,2272192.0,251,131072.0,0.7816344499588013,11,0.7387599349021912,,,,,,,,,,,,,,,
0.6801900863647461,0.6801900863647461,291308800.0,1185044.0,0.7721635103225708,0.77197265625,0.22802734375,2272192.0,272,131072.0,0.8057267665863037,12,0.7710579633712769,,,,,,,,,,,,,,,
0.618343710899353,0.618343710899353,291308800.0,1185044.0,0.7885564565658569,0.789794921875,0.210205078125,2272192.0,293,131072.0,0.7961702942848206,13,0.7884277105331421,,,,,,,,,,,,,,,
,,,,,,,,299,,,,,,,,,,0.29838139759138516,,,,,,,,,
,,,,,,,,299,,,14,,0.6417829394340515,0.7743420600891113,0.7771202325820923,0.77490234375,0.22509765625,,0.7746965885162354,0.6417829394340515,,,,,,,
0.6045974493026733,0.6045974493026733,291308800.0,1185044.0,0.7939704656600952,0.79443359375,0.20556640625,2272192.0,314,131072.0,0.8050604462623596,14,0.791283905506134,,,,,,,,,,,,,,,
0.781723141670227,0.781723141670227,291308800.0,1185044.0,0.7427425384521484,0.74462890625,0.25537109375,2272192.0,335,131072.0,0.7780435085296631,15,0.7391772270202637,,,,,,,,,,,,,,,
,,,,,,,,349,,,,,,,,,,0.29832463063527354,,,,,,,,,
,,,,,,,,349,,,16,,0.578850269317627,0.801137387752533,0.800023078918457,0.79833984375,0.20166015625,,0.8048418760299683,0.578850269317627,,,,,,,
