val_classifier_loss,val_loss,total_macs,total_act,val_recall,val_accuracy,val_error,total_weights,step,est_act,val_precision,epoch,val_f1,train_classifier_loss,train_f1,train_recall,train_accuracy,train_error,lr-SGD,train_precision,train_loss,test_accuracy,test_loss,test_error,test_recall,test_classifier_loss,test_f1,test_precision
2.0884366035461426,2.0884366035461426,1297829888.0,13728788.0,0.18294599652290344,0.18798828125,0.81201171875,23467712.0,20,524288.0,0.24330595135688782,0,0.11067290604114532,,,,,,,,,,,,,,,
1.862341284751892,1.862341284751892,1297829888.0,13728788.0,0.2997446656227112,0.300537109375,0.699462890625,23467712.0,41,524288.0,0.33249974250793457,1,0.27316534519195557,,,,,,,,,,,,,,,
,,,,,,,,49,,,,,,,,,,0.028960915540557686,,,,,,,,,
,,,,,,,,49,,,2,,1.886000156402588,0.27389779686927795,0.30417028069496155,0.29931640625,0.70068359375,,0.3394661545753479,1.886000156402588,,,,,,,
1.8113789558410645,1.8113789558410645,1297829888.0,13728788.0,0.3405596911907196,0.34228515625,0.65771484375,23467712.0,62,524288.0,0.36771494150161743,2,0.3271925449371338,,,,,,,,,,,,,,,
1.7857882976531982,1.7857882976531982,1297829888.0,13728788.0,0.3616257309913635,0.36083984375,0.63916015625,23467712.0,83,524288.0,0.39055126905441284,3,0.34715861082077026,,,,,,,,,,,,,,,
,,,,,,,,99,,,,,,,,,,0.07704912182095291,,,,,,,,,
,,,,,,,,99,,,4,,1.8678442239761353,0.300487220287323,0.32689422369003296,0.32373046875,0.67626953125,,0.39588212966918945,1.8678442239761353,,,,,,,
1.8613187074661255,1.8613187074661255,1297829888.0,13728788.0,0.3415040075778961,0.338134765625,0.661865234375,23467712.0,104,524288.0,0.3755064010620117,4,0.3088189959526062,,,,,,,,,,,,,,,
2.892902135848999,2.892902135848999,1297829888.0,13728788.0,0.25763416290283203,0.25634765625,0.74365234375,23467712.0,125,524288.0,0.21775203943252563,5,0.18789157271385193,,,,,,,,,,,,,,,
2.0001869201660156,2.0001869201660156,1297829888.0,13728788.0,0.2752601206302643,0.277099609375,0.722900390625,23467712.0,146,524288.0,0.2803454101085663,6,0.23698493838310242,,,,,,,,,,,,,,,
,,,,,,,,149,,,,,,,,,,0.14448645965464105,,,,,,,,,
,,,,,,,,149,,,7,,1.8568837642669678,0.2906503975391388,0.2992112636566162,0.2998046875,0.7001953125,,0.30264270305633545,1.8568837642669678,,,,,,,
1.6773178577423096,1.6773178577423096,1297829888.0,13728788.0,0.37741973996162415,0.37890625,0.62109375,23467712.0,167,524288.0,0.40241387486457825,7,0.3765749931335449,,,,,,,,,,,,,,,
1.610867977142334,1.610867977142334,1297829888.0,13728788.0,0.39790794253349304,0.398681640625,0.601318359375,23467712.0,188,524288.0,0.4150850474834442,8,0.3940792679786682,,,,,,,,,,,,,,,
,,,,,,,,199,,,,,,,,,,0.21474551412941925,,,,,,,,,
