total_act,val_loss,step,val_f1,epoch,total_macs,est_act,val_classifier_loss,val_precision,val_recall,total_weights,val_error,val_accuracy,train_precision,train_f1,train_classifier_loss,train_error,lr-SGD,train_accuracy,train_loss,train_recall,test_recall,test_accuracy,test_precision,test_f1,test_classifier_loss,test_loss,test_error
563620.0,2.3034534454345703,20,0.017228297889232635,0,7272192.0,36864.0,2.3034534454345703,0.00942612998187542,0.10000000149011612,1512072.0,0.90576171875,0.09423828125,,,,,,,,,,,,,,,
563620.0,2.294435739517212,41,0.07015404105186462,1,7272192.0,36864.0,2.294435739517212,0.1990358531475067,0.11064168810844421,1512072.0,0.890380859375,0.109619140625,,,,,,,,,,,,,,,
,,49,,,,,,,,,,,,,,,0.009653638513519233,,,,,,,,,,
,,49,,2,,,,,,,,,0.13287976384162903,0.11084282398223877,2.2747631072998047,0.86865234375,,0.13134765625,2.2747631072998047,0.13411261141300201,,,,,,,
563620.0,2.266958713531494,62,0.07874031364917755,2,7272192.0,36864.0,2.266958713531494,0.14942215383052826,0.13212579488754272,1512072.0,0.86328125,0.13671875,,,,,,,,,,,,,,,
563620.0,2.216282367706299,83,0.1088142842054367,3,7272192.0,36864.0,2.216282367706299,0.18730318546295166,0.15840008854866028,1512072.0,0.836669921875,0.163330078125,,,,,,,,,,,,,,,
,,99,,,,,,,,,,,,,,,0.025683040606984314,,,,,,,,,,
,,99,,4,,,,,,,,,0.2019209861755371,0.1547713577747345,2.149188756942749,0.802734375,,0.197265625,2.149188756942749,0.19851502776145935,,,,,,,
563620.0,2.1002447605133057,104,0.15316703915596008,4,7272192.0,36864.0,2.1002447605133057,0.2105635702610016,0.2132439911365509,1512072.0,0.785400390625,0.214599609375,,,,,,,,,,,,,,,
563620.0,2.03119158744812,125,0.165695458650589,5,7272192.0,36864.0,2.03119158744812,0.23258239030838013,0.2199685126543045,1512072.0,0.780517578125,0.219482421875,,,,,,,,,,,,,,,
563620.0,1.907487392425537,146,0.21455858647823334,6,7272192.0,36864.0,1.907487392425537,0.2831367254257202,0.26043501496315,1512072.0,0.739013671875,0.260986328125,,,,,,,,,,,,,,,
,,149,,,,,,,,,,,,,,,0.04816215321821368,,,,,,,,,,
,,149,,7,,,,,,,,,0.2304416000843048,0.20782971382141113,1.998955249786377,0.76611328125,,0.23388671875,1.998955249786377,0.2386031597852707,,,,,,,
563620.0,1.8682043552398682,167,0.23530827462673187,7,7272192.0,36864.0,1.8682043552398682,0.25210148096084595,0.2665277123451233,1512072.0,0.730224609375,0.269775390625,,,,,,,,,,,,,,,
563620.0,1.816053032875061,188,0.2546529769897461,8,7272192.0,36864.0,1.816053032875061,0.2986915111541748,0.28968825936317444,1512072.0,0.708251953125,0.291748046875,,,,,,,,,,,,,,,
