val_error,val_precision,total_macs,total_weights,val_classifier_loss,epoch,val_accuracy,val_loss,est_act,step,val_f1,val_recall,total_act,train_loss,train_accuracy,train_recall,train_classifier_loss,train_f1,train_error,lr-SGD,train_precision,test_classifier_loss,test_precision,test_loss,test_accuracy,test_recall,test_error,test_f1
0.8466796875,0.08207668364048004,5458368.0,1014120.0,2.3861265182495117,0,0.1533203125,2.3861265182495117,36864.0,20,0.09210166335105896,0.15178677439689636,515956.0,,,,,,,,,,,,,,,
0.779052734375,0.29860973358154297,5458368.0,1014120.0,2.2558343410491943,1,0.220947265625,2.2558343410491943,36864.0,41,0.170355886220932,0.22015956044197083,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,49,,,,,,,,,,0.028960915540557686,,,,,,,,
,,,,,2,,,,49,,,,1.739609956741333,0.39111328125,0.3950127363204956,1.739609956741333,0.38915157318115234,0.60888671875,,0.39173340797424316,,,,,,,
0.681396484375,0.39415401220321655,5458368.0,1014120.0,1.8279860019683838,2,0.318603515625,1.8279860019683838,36864.0,62,0.2766255736351013,0.31806838512420654,515956.0,,,,,,,,,,,,,,,
0.546875,0.5173802375793457,5458368.0,1014120.0,1.475799322128296,3,0.453125,1.475799322128296,36864.0,83,0.4268237352371216,0.4527074098587036,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,99,,,,,,,,,,0.07704912182095291,,,,,,,,
,,,,,4,,,,99,,,,1.4031870365142822,0.49853515625,0.498079776763916,1.4031870365142822,0.49416980147361755,0.50146484375,,0.496037095785141,,,,,,,
0.603515625,0.4943508505821228,5458368.0,1014120.0,1.7216289043426514,4,0.396484375,1.7216289043426514,36864.0,104,0.39001554250717163,0.39848265051841736,515956.0,,,,,,,,,,,,,,,
0.483154296875,0.5813537240028381,5458368.0,1014120.0,1.3317791223526,5,0.516845703125,1.3317791223526,36864.0,125,0.5151411294937134,0.5159034132957458,515956.0,,,,,,,,,,,,,,,
0.441162109375,0.6132732629776001,5458368.0,1014120.0,1.251990795135498,6,0.558837890625,1.251990795135498,36864.0,146,0.5591515302658081,0.558655858039856,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,149,,,,,,,,,,0.14448645965464105,,,,,,,,
,,,,,7,,,,149,,,,1.1586380004882812,0.5771484375,0.5753405094146729,1.1586380004882812,0.5732845067977905,0.4228515625,,0.5821642875671387,,,,,,,
0.373291015625,0.6450022459030151,5458368.0,1014120.0,1.0542595386505127,7,0.626708984375,1.0542595386505127,36864.0,167,0.6210099458694458,0.6247524619102478,515956.0,,,,,,,,,,,,,,,
0.3779296875,0.6516233682632446,5458368.0,1014120.0,1.0491735935211182,8,0.6220703125,1.0491735935211182,36864.0,188,0.6156178116798401,0.6185832023620605,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,199,,,,,,,,,,0.21474551412941925,,,,,,,,
,,,,,9,,,,199,,,,1.0779352188110352,0.60498046875,0.6019319891929626,1.0779352188110352,0.5994141697883606,0.39501953125,,0.6019829511642456,,,,,,,
0.391357421875,0.6697332262992859,5458368.0,1014120.0,1.114495873451233,9,0.608642578125,1.114495873451233,36864.0,209,0.6021279096603394,0.6071585416793823,515956.0,,,,,,,,,,,,,,,
0.3642578125,0.6791505217552185,5458368.0,1014120.0,1.0526083707809448,10,0.6357421875,1.0526083707809448,36864.0,230,0.6343231201171875,0.6348706483840942,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,249,,,,,,,,,,0.27060732936794507,,,,,,,,
,,,,,11,,,,249,,,,0.9947100281715393,0.640625,0.6401757001876831,0.9947100281715393,0.6357215642929077,0.359375,,0.6366313695907593,,,,,,,
0.3642578125,0.6903480887413025,5458368.0,1014120.0,1.0161738395690918,11,0.6357421875,1.0161738395690918,36864.0,251,0.6425480246543884,0.6324179172515869,515956.0,,,,,,,,,,,,,,,
0.32177734375,0.7042892575263977,5458368.0,1014120.0,0.912900447845459,12,0.67822265625,0.912900447845459,36864.0,272,0.6686744689941406,0.6752273440361023,515956.0,,,,,,,,,,,,,,,
0.394287109375,0.65933758020401,5458368.0,1014120.0,1.0949294567108154,13,0.605712890625,1.0949294567108154,36864.0,293,0.6036250591278076,0.6059055328369141,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,299,,,,,,,,,,0.29838139759138516,,,,,,,,
,,,,,14,,,,299,,,,0.9905427098274231,0.65478515625,0.651335597038269,0.9905427098274231,0.649366021156311,0.34521484375,,0.65193110704422,,,,,,,
0.302001953125,0.7074195146560669,5458368.0,1014120.0,0.8659449815750122,14,0.697998046875,0.8659449815750122,36864.0,314,0.6935776472091675,0.6974622011184692,515956.0,,,,,,,,,,,,,,,
0.33984375,0.6969278454780579,5458368.0,1014120.0,0.9514083862304688,15,0.66015625,0.9514083862304688,36864.0,335,0.6597787141799927,0.6596013903617859,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,349,,,,,,,,,,0.29832463063527354,,,,,,,,
,,,,,16,,,,349,,,,0.8681247234344482,0.69482421875,0.6975083947181702,0.8681247234344482,0.6926193237304688,0.30517578125,,0.6933702230453491,,,,,,,
0.3212890625,0.7122994065284729,5458368.0,1014120.0,0.8904200792312622,16,0.6787109375,0.8904200792312622,36864.0,356,0.6776998043060303,0.677359938621521,515956.0,,,,,,,,,,,,,,,
0.34375,0.7047088146209717,5458368.0,1014120.0,0.9830139875411987,17,0.65625,0.9830139875411987,36864.0,377,0.6632471084594727,0.6563385725021362,515956.0,,,,,,,,,,,,,,,
0.29443359375,0.7288137078285217,5458368.0,1014120.0,0.8375711441040039,18,0.70556640625,0.8375711441040039,36864.0,398,0.7037477493286133,0.7031242847442627,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,399,,,,,,,,,,0.29020870668135457,,,,,,,,
,,,,,19,,,,399,,,,0.8619973063468933,0.6953125,0.6910556554794312,0.8619973063468933,0.6916816234588623,0.3046875,,0.6953029632568359,,,,,,,
0.289306640625,0.7245435118675232,5458368.0,1014120.0,0.8263907432556152,19,0.710693359375,0.8263907432556152,36864.0,419,0.7093088030815125,0.7091432809829712,515956.0,,,,,,,,,,,,,,,
0.297119140625,0.7258339524269104,5458368.0,1014120.0,0.8508129119873047,20,0.702880859375,0.8508129119873047,36864.0,440,0.7043665051460266,0.7022624015808105,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,449,,,,,,,,,,0.2757133128809131,,,,,,,,
,,,,,21,,,,449,,,,0.8951922059059143,0.68017578125,0.6802476644515991,0.8951922059059143,0.6788291931152344,0.31982421875,,0.6822218894958496,,,,,,,
0.3232421875,0.72951340675354,5458368.0,1014120.0,0.9217031002044678,21,0.6767578125,0.9217031002044678,36864.0,461,0.67856764793396,0.6760382652282715,515956.0,,,,,,,,,,,,,,,
0.2783203125,0.7456167340278625,5458368.0,1014120.0,0.7995895147323608,22,0.7216796875,0.7995895147323608,36864.0,482,0.721319317817688,0.7205184698104858,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,499,,,,,,,,,,0.2554979897544809,,,,,,,,
,,,,,23,,,,499,,,,0.8442600965499878,0.70849609375,0.7070809602737427,0.8442600965499878,0.7058674693107605,0.29150390625,,0.7072398066520691,,,,,,,
0.279296875,0.7511392831802368,5458368.0,1014120.0,0.8085258603096008,23,0.720703125,0.8085258603096008,36864.0,503,0.7202389240264893,0.7196545600891113,515956.0,,,,,,,,,,,,,,,
0.276123046875,0.7356258630752563,5458368.0,1014120.0,0.7698795795440674,24,0.723876953125,0.7698795795440674,36864.0,524,0.7192009687423706,0.7220937013626099,515956.0,,,,,,,,,,,,,,,
0.2822265625,0.7388074398040771,5458368.0,1014120.0,0.7894373536109924,25,0.7177734375,0.7894373536109924,36864.0,545,0.715544581413269,0.7159156799316406,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,549,,,,,,,,,,0.23048253464741314,,,,,,,,
,,,,,26,,,,549,,,,0.8252427577972412,0.7099609375,0.7079375386238098,0.8252427577972412,0.7050269842147827,0.2900390625,,0.7065908312797546,,,,,,,
0.269775390625,0.7479090690612793,5458368.0,1014120.0,0.7671383619308472,26,0.730224609375,0.7671383619308472,36864.0,566,0.7282136678695679,0.7286953330039978,515956.0,,,,,,,,,,,,,,,
0.25,0.7612785696983337,5458368.0,1014120.0,0.7210793495178223,27,0.75,0.7210793495178223,36864.0,587,0.7496980428695679,0.7476841807365417,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,599,,,,,,,,,,0.2018051509441635,,,,,,,,
,,,,,28,,,,599,,,,0.7656364440917969,0.72705078125,0.7301856279373169,0.7656364440917969,0.7290211915969849,0.27294921875,,0.7380905747413635,,,,,,,
0.2578125,0.7521225214004517,5458368.0,1014120.0,0.7330855131149292,28,0.7421875,0.7330855131149292,36864.0,608,0.7362540364265442,0.7392702698707581,515956.0,,,,,,,,,,,,,,,
0.2431640625,0.7784473896026611,5458368.0,1014120.0,0.6984008550643921,29,0.7568359375,0.6984008550643921,36864.0,629,0.7561807632446289,0.7551328539848328,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,649,,,,,,,,,,0.17077065980623457,,,,,,,,
,,,,,30,,,,649,,,,0.7648690342903137,0.7255859375,0.7244581580162048,0.7648690342903137,0.7236239314079285,0.2744140625,,0.7239379286766052,,,,,,,
0.2939453125,0.7381858825683594,5458368.0,1014120.0,0.8483418226242065,30,0.7060546875,0.8483418226242065,36864.0,650,0.7045881748199463,0.7044980525970459,515956.0,,,,,,,,,,,,,,,
0.22900390625,0.7776893377304077,5458368.0,1014120.0,0.6667145490646362,31,0.77099609375,0.6667145490646362,36864.0,671,0.7704609036445618,0.7703505754470825,515956.0,,,,,,,,,,,,,,,
0.2353515625,0.7686460018157959,5458368.0,1014120.0,0.6871745586395264,32,0.7646484375,0.6871745586395264,36864.0,692,0.7628233432769775,0.7635358572006226,515956.0,,,,,,,,,,,,,,,
,,,,,,,,,699,,,,,,,,,,0.13879113080009253,,,,,,,,
,,,,,33,,,,699,,,,0.7761760354042053,0.72900390625,0.7312518358230591,0.7761760354042053,0.7285938262939453,0.27099609375,,0.7318766713142395,,,,,,,
0.2197265625,0.7797146439552307,5458368.0,1014120.0,0.6363013982772827,33,0.7802734375,0.6363013982772827,36864.0,713,0.778435468673706,0.7787501811981201,515956.0,,,,,,,,,,,,,,,
