total_act,val_loss,step,val_f1,epoch,total_macs,est_act,val_classifier_loss,val_precision,val_recall,total_weights,val_error,val_accuracy,train_precision,train_f1,train_classifier_loss,train_error,lr-SGD,train_accuracy,train_loss,train_recall,test_recall,test_accuracy,test_precision,test_f1,test_classifier_loss,test_loss,test_error
1185044.0,2.0398077964782715,20,0.20639321208000183,0,291308800.0,131072.0,2.0398077964782715,0.32338041067123413,0.24566976726055145,2272192.0,0.751220703125,0.248779296875,,,,,,,,,,,,,,,
1185044.0,1.7124910354614258,41,0.359282910823822,1,291308800.0,131072.0,1.7124910354614258,0.4185466170310974,0.38348835706710815,2272192.0,0.616943359375,0.383056640625,,,,,,,,,,,,,,,
,,49,,,,,,,,,,,,,,,0.08688274662167306,,,,,,,,,,
,,49,,2,,,,,,,,,0.4031139016151428,0.4051440358161926,1.5769774913787842,0.58447265625,,0.41552734375,1.5769774913787842,0.41577795147895813,,,,,,,
1185044.0,2.25952410697937,62,0.2791723310947418,2,291308800.0,131072.0,2.25952410697937,0.4944068193435669,0.32175952196121216,2272192.0,0.67529296875,0.32470703125,,,,,,,,,,,,,,,
1185044.0,1.4197263717651367,83,0.49064743518829346,3,291308800.0,131072.0,1.4197263717651367,0.5776897668838501,0.502799391746521,2272192.0,0.49951171875,0.50048828125,,,,,,,,,,,,,,,
,,99,,,,,,,,,,,,,,,0.23114736546285874,,,,,,,,,,
,,99,,4,,,,,,,,,0.5814241170883179,0.5788202285766602,1.1571847200393677,0.42041015625,,0.57958984375,1.1571847200393677,0.5827875733375549,,,,,,,
1185044.0,1.4846370220184326,104,0.4819297790527344,4,291308800.0,131072.0,1.4846370220184326,0.5897499322891235,0.49809032678604126,2272192.0,0.50341796875,0.49658203125,,,,,,,,,,,,,,,
1185044.0,1.0663248300552368,125,0.6004618406295776,5,291308800.0,131072.0,1.0663248300552368,0.6390799283981323,0.6106128096580505,2272192.0,0.3876953125,0.6123046875,,,,,,,,,,,,,,,
